AÑO,LOCAL_EQUIPO,LOCAL_VICTORIAS, LOCAL_DERROTAS, LOCAL_EMPATES, LOCAL_GOL,LOCAL_GOL_HT  ,LOCAL_AMARILLA ,LOCAL_ROJA,LOCAL_TIRO_ARCO,VISITA_EQUIPO,VISITA_VICTORIAS, VISITA_DERROTAS, VISITA_EMPATES, VISITA_GOL,VISITA_GOL_HT  ,VISITA_AMARILLA ,VISITA_ROJA,VISITA_TIRO_ARCO
2011,EVERTON,10,3,5,31,13,21,2,143,ASTON VILLA,6,9,3,34,17,19,0,174,0
2011,MAN CITY,11,5,4,32,16,31,3,142,WIGAN,3,11,4,36,11,30,2,120,1
2011,STOKE,7,7,6,25,10,29,3,136,LIVERPOOL,2,9,7,22,6,27,0,102,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,CHELSEA,8,6,5,19,11,31,0,101,-1
2011,WOLVES,6,7,6,18,8,26,1,113,TOTTENHAM,7,8,3,29,13,32,1,144,-1
2011,FULHAM,7,6,6,23,7,18,0,126,BLACKBURN,5,10,4,35,13,31,3,153,0
2011,ASTON VILLA,6,3,10,27,10,30,0,129,NEWCASTLE,3,5,1,17,8,19,2,58,0
2011,BLACKBURN,10,4,5,27,13,23,1,117,ARSENAL,8,6,5,23,10,29,5,108,1
2011,EVERTON,10,3,5,31,13,21,2,143,WIGAN,3,11,4,36,11,30,2,120,1
2011,FULHAM,7,6,6,23,7,18,0,126,MAN CITY,9,4,6,20,7,27,4,126,0
2011,MAN UNITED,17,1,1,55,21,20,0,191,CHELSEA,8,6,5,19,11,31,0,101,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,STOKE,6,7,5,26,15,16,1,150,1
2011,TOTTENHAM,12,1,6,30,15,29,1,198,LIVERPOOL,2,9,7,22,6,27,0,102,1
2011,ARSENAL,13,4,2,42,17,32,3,186,BOLTON,4,12,5,35,12,23,2,171,1
2011,LIVERPOOL,12,3,3,32,19,18,2,134,WOLVES,3,11,4,30,12,21,0,153,1
2011,MAN CITY,11,5,4,32,16,31,3,142,EVERTON,5,4,11,21,11,33,2,115,1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,BLACKBURN,5,10,4,35,13,31,3,153,1
2011,STOKE,7,7,6,25,10,29,3,136,MAN UNITED,6,1,10,17,5,29,0,109,0
2011,WEST BROM,4,3,2,12,5,12,2,77,FULHAM,1,10,8,27,14,22,1,156,0
2011,WIGAN,5,6,9,19,7,26,1,152,TOTTENHAM,7,8,3,29,13,32,1,144,-1
2011,ASTON VILLA,6,3,10,27,10,30,0,129,WIGAN,3,11,4,36,11,30,2,120,1
2011,BLACKBURN,10,4,5,27,13,23,1,117,MAN CITY,9,4,6,20,7,27,4,126,-1
2011,EVERTON,10,3,5,31,13,21,2,143,LIVERPOOL,2,9,7,22,6,27,0,102,-1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,WEST BROM,2,6,2,21,9,14,1,73,0
2011,WOLVES,6,7,6,18,8,26,1,113,NEWCASTLE,3,5,1,17,8,19,2,58,-1
2011,BOLTON,9,4,6,31,12,26,3,164,CHELSEA,8,6,5,19,11,31,0,101,-1
2011,TOTTENHAM,12,1,6,30,15,29,1,198,ARSENAL,8,6,5,23,10,29,5,108,1
2011,CHELSEA,15,2,1,60,29,20,3,187,EVERTON,5,4,11,21,11,33,2,115,1
2011,LIVERPOOL,12,3,3,32,19,18,2,134,MAN UNITED,6,1,10,17,5,29,0,109,0
2011,MAN CITY,11,5,4,32,16,31,3,142,ASTON VILLA,6,9,3,34,17,19,0,174,1
2011,STOKE,7,7,6,25,10,29,3,136,FULHAM,1,10,8,27,14,22,1,156,1
2011,WIGAN,5,6,9,19,7,26,1,152,BOLTON,4,12,5,35,12,23,2,171,-1
2011,ARSENAL,13,4,2,42,17,32,3,186,SUNDERLAND,2,10,7,34,16,26,3,156,1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,TOTTENHAM,7,8,3,29,13,32,1,144,0
2011,WEST BROM,4,3,2,12,5,12,2,77,WOLVES,3,11,4,30,12,21,0,153,1
2011,ASTON VILLA,6,3,10,27,10,30,0,129,WEST BROM,2,6,2,21,9,14,1,73,-1
2011,BOLTON,9,4,6,31,12,26,3,164,SUNDERLAND,2,10,7,34,16,26,3,156,-1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,WIGAN,3,11,4,36,11,30,2,120,1
2011,ARSENAL,13,4,2,42,17,32,3,186,STOKE,6,7,5,26,15,16,1,150,1
2011,BLACKBURN,10,4,5,27,13,23,1,117,TOTTENHAM,7,8,3,29,13,32,1,144,-1
2011,FULHAM,7,6,6,23,7,18,0,126,EVERTON,5,4,11,21,11,33,2,115,-1
2011,MAN UNITED,17,1,1,55,21,20,0,191,MAN CITY,9,4,6,20,7,27,4,126,-1
2011,CHELSEA,15,2,1,60,29,20,3,187,ARSENAL,8,6,5,23,10,29,5,108,-1
2011,EVERTON,10,3,5,31,13,21,2,143,MAN UNITED,6,1,10,17,5,29,0,109,-1
2011,MAN CITY,11,5,4,32,16,31,3,142,WOLVES,3,11,4,30,12,21,0,153,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,ASTON VILLA,6,9,3,34,17,19,0,174,0
2011,WEST BROM,4,3,2,12,5,12,2,77,LIVERPOOL,2,9,7,22,6,27,0,102,-1
2011,WIGAN,5,6,9,19,7,26,1,152,FULHAM,1,10,8,27,14,22,1,156,-1
2011,STOKE,7,7,6,25,10,29,3,136,NEWCASTLE,3,5,1,17,8,19,2,58,-1
2011,ARSENAL,13,4,2,42,17,32,3,186,WEST BROM,2,6,2,21,9,14,1,73,1
2011,BLACKBURN,10,4,5,27,13,23,1,117,CHELSEA,8,6,5,19,11,31,0,101,-1
2011,MAN UNITED,17,1,1,55,21,20,0,191,SUNDERLAND,2,10,7,34,16,26,3,156,1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,EVERTON,5,4,11,21,11,33,2,115,1
2011,BOLTON,9,4,6,31,12,26,3,164,STOKE,6,7,5,26,15,16,1,150,1
2011,FULHAM,7,6,6,23,7,18,0,126,TOTTENHAM,7,8,3,29,13,32,1,144,-1
2011,WOLVES,6,7,6,18,8,26,1,113,WIGAN,3,11,4,36,11,30,2,120,1
2011,EVERTON,10,3,5,31,13,21,2,143,WOLVES,3,11,4,30,12,21,0,153,1
2011,MAN CITY,11,5,4,32,16,31,3,142,NEWCASTLE,3,5,1,17,8,19,2,58,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,FULHAM,1,10,8,27,14,22,1,156,0
2011,WEST BROM,4,3,2,12,5,12,2,77,BOLTON,4,12,5,35,12,23,2,171,1
2011,WIGAN,5,6,9,19,7,26,1,152,BLACKBURN,5,10,4,35,13,31,3,153,0
2011,CHELSEA,15,2,1,60,29,20,3,187,LIVERPOOL,2,9,7,22,6,27,0,102,-1
2011,TOTTENHAM,12,1,6,30,15,29,1,198,ASTON VILLA,6,9,3,34,17,19,0,174,1
2011,ARSENAL,13,4,2,42,17,32,3,186,FULHAM,1,10,8,27,14,22,1,156,0
2011,BOLTON,9,4,6,31,12,26,3,164,EVERTON,5,4,11,21,11,33,2,115,-1
2011,CHELSEA,15,2,1,60,29,20,3,187,WOLVES,3,11,4,30,12,21,0,153,1
2011,MAN UNITED,17,1,1,55,21,20,0,191,NEWCASTLE,3,5,1,17,8,19,2,58,0
2011,STOKE,7,7,6,25,10,29,3,136,BLACKBURN,5,10,4,35,13,31,3,153,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,WIGAN,3,11,4,36,11,30,2,120,-1
2011,WEST BROM,4,3,2,12,5,12,2,77,TOTTENHAM,7,8,3,29,13,32,1,144,-1
2011,LIVERPOOL,12,3,3,32,19,18,2,134,MAN CITY,9,4,6,20,7,27,4,126,0
2011,ASTON VILLA,6,3,10,27,10,30,0,129,MAN UNITED,6,1,10,17,5,29,0,109,-1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,CHELSEA,8,6,5,19,11,31,0,101,-1
2011,TOTTENHAM,12,1,6,30,15,29,1,198,BOLTON,4,12,5,35,12,23,2,171,1
2011,WIGAN,5,6,9,19,7,26,1,152,ARSENAL,8,6,5,23,10,29,5,108,-1
2011,EVERTON,10,3,5,31,13,21,2,143,STOKE,6,7,5,26,15,16,1,150,-1
2011,WOLVES,6,7,6,18,8,26,1,113,SUNDERLAND,2,10,7,34,16,26,3,156,1
2011,FULHAM,7,6,6,23,7,18,0,126,LIVERPOOL,2,9,7,22,6,27,0,102,1
2011,ARSENAL,13,4,2,42,17,32,3,186,EVERTON,5,4,11,21,11,33,2,115,1
2011,BOLTON,9,4,6,31,12,26,3,164,ASTON VILLA,6,9,3,34,17,19,0,174,-1
2011,MAN UNITED,17,1,1,55,21,20,0,191,WOLVES,3,11,4,30,12,21,0,153,1
2011,WEST BROM,4,3,2,12,5,12,2,77,WIGAN,3,11,4,36,11,30,2,120,-1
2011,STOKE,7,7,6,25,10,29,3,136,TOTTENHAM,7,8,3,29,13,32,1,144,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,BLACKBURN,5,10,4,35,13,31,3,153,1
2011,CHELSEA,15,2,1,60,29,20,3,187,MAN CITY,9,4,6,20,7,27,4,126,1
2011,BLACKBURN,10,4,5,27,13,23,1,117,WEST BROM,2,6,2,21,9,14,1,73,-1
2011,FULHAM,7,6,6,23,7,18,0,126,BOLTON,4,12,5,35,12,23,2,171,1
2011,WIGAN,5,6,9,19,7,26,1,152,CHELSEA,8,6,5,19,11,31,0,101,0
2011,WOLVES,6,7,6,18,8,26,1,113,STOKE,6,7,5,26,15,16,1,150,-1
2011,ASTON VILLA,6,3,10,27,10,30,0,129,LIVERPOOL,2,9,7,22,6,27,0,102,-1
2011,MAN CITY,11,5,4,32,16,31,3,142,ARSENAL,8,6,5,23,10,29,5,108,1
2011,TOTTENHAM,12,1,6,30,15,29,1,198,SUNDERLAND,2,10,7,34,16,26,3,156,1
2011,BLACKBURN,10,4,5,27,13,23,1,117,BOLTON,4,12,5,35,12,23,2,171,-1
2011,ASTON VILLA,6,3,10,27,10,30,0,129,ARSENAL,8,6,5,23,10,29,5,108,-1
2011,FULHAM,7,6,6,23,7,18,0,126,MAN UNITED,6,1,10,17,5,29,0,109,-1
2011,MAN CITY,11,5,4,32,16,31,3,142,STOKE,6,7,5,26,15,16,1,150,1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,WEST BROM,2,6,2,21,9,14,1,73,-1
2011,WIGAN,5,6,9,19,7,26,1,152,LIVERPOOL,2,9,7,22,6,27,0,102,0
2011,TOTTENHAM,12,1,6,30,15,29,1,198,CHELSEA,8,6,5,19,11,31,0,101,0
2011,BOLTON,9,4,6,31,12,26,3,164,NEWCASTLE,3,5,1,17,8,19,2,58,-1
2011,CHELSEA,15,2,1,60,29,20,3,187,FULHAM,1,10,8,27,14,22,1,156,0
2011,LIVERPOOL,12,3,3,32,19,18,2,134,BLACKBURN,5,10,4,35,13,31,3,153,0
2011,MAN UNITED,17,1,1,55,21,20,0,191,WIGAN,3,11,4,36,11,30,2,120,1
2011,STOKE,7,7,6,25,10,29,3,136,ASTON VILLA,6,9,3,34,17,19,0,174,0
2011,SUNDERLAND,9,2,8,25,14,32,1,137,EVERTON,5,4,11,21,11,33,2,115,0
2011,WEST BROM,4,3,2,12,5,12,2,77,MAN CITY,9,4,6,20,7,27,4,126,0
2011,ARSENAL,13,4,2,42,17,32,3,186,WOLVES,3,11,4,30,12,21,0,153,0
2011,LIVERPOOL,12,3,3,32,19,18,2,134,NEWCASTLE,3,5,1,17,8,19,2,58,1
2011,BOLTON,9,4,6,31,12,26,3,164,WOLVES,3,11,4,30,12,21,0,153,0
2011,CHELSEA,15,2,1,60,29,20,3,187,ASTON VILLA,6,9,3,34,17,19,0,174,-1
2011,MAN UNITED,17,1,1,55,21,20,0,191,BLACKBURN,5,10,4,35,13,31,3,153,-1
2011,STOKE,7,7,6,25,10,29,3,136,WIGAN,3,11,4,36,11,30,2,120,0
2011,BIRMINGHAM,6,1,11,20,7,32,1,86,ARSENAL,8,6,5,23,10,29,5,108,-1
2011,LIVERPOOL,12,3,3,32,19,18,2,134,BOLTON,4,12,5,35,12,23,2,171,1
2011,MAN CITY,11,5,4,32,16,31,3,142,BLACKPOOL,5,4,2,18,9,13,0,119,1
2011,STOKE,7,7,6,25,10,29,3,136,EVERTON,5,4,11,21,11,33,2,115,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,BLACKBURN,5,10,4,35,13,31,3,153,1
2011,TOTTENHAM,12,1,6,30,15,29,1,198,FULHAM,1,10,8,27,14,22,1,156,1
2011,WEST BROM,4,3,2,12,5,12,2,77,MAN UNITED,6,1,10,17,5,29,0,109,-1
2011,WEST HAM,6,7,6,24,10,22,0,135,WOLVES,3,11,4,30,12,21,0,153,1
2011,CHELSEA,15,2,1,60,29,20,3,187,ASTON VILLA,6,9,3,34,17,19,0,174,0
2011,WIGAN,5,6,9,19,7,26,1,152,NEWCASTLE,3,5,1,17,8,19,2,58,-1
2011,BLACKPOOL,2,2,2,11,4,7,0,43,BIRMINGHAM,1,12,5,35,14,23,3,154,-1
2011,FULHAM,7,6,6,23,7,18,0,126,WEST BROM,2,6,2,21,9,14,1,73,1
2011,MAN UNITED,17,1,1,55,21,20,0,191,STOKE,6,7,5,26,15,16,1,150,1
2011,ARSENAL,13,4,2,42,17,32,3,186,MAN CITY,9,4,6,20,7,27,4,126,0
2011,ASTON VILLA,6,3,10,27,10,30,0,129,SUNDERLAND,2,10,7,34,16,26,3,156,-1
2011,BLACKBURN,10,4,5,27,13,23,1,117,LIVERPOOL,2,9,7,22,6,27,0,102,1
2011,BOLTON,9,4,6,31,12,26,3,164,WIGAN,3,11,4,36,11,30,2,120,0
2011,EVERTON,10,3,5,31,13,21,2,143,TOTTENHAM,7,8,3,29,13,32,1,144,1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,WEST HAM,1,11,7,37,17,20,1,149,1
2011,WOLVES,6,7,6,18,8,26,1,113,CHELSEA,8,6,5,19,11,31,0,101,1
2011,BLACKPOOL,2,2,2,11,4,7,0,43,LIVERPOOL,2,9,7,22,6,27,0,102,1
2011,CHELSEA,15,2,1,60,29,20,3,187,BLACKBURN,5,10,4,35,13,31,3,153,1
2011,MAN CITY,11,5,4,32,16,31,3,142,WOLVES,3,11,4,30,12,21,0,153,1
2011,STOKE,7,7,6,25,10,29,3,136,BOLTON,4,12,5,35,12,23,2,171,1
2011,WEST BROM,4,3,2,12,5,12,2,77,BLACKPOOL,5,4,2,18,9,13,0,119,1
2011,WEST HAM,6,7,6,24,10,22,0,135,ARSENAL,8,6,5,23,10,29,5,108,-1
2011,WIGAN,5,6,9,19,7,26,1,152,FULHAM,1,10,8,27,14,22,1,156,0
2011,BIRMINGHAM,6,1,11,20,7,32,1,86,ASTON VILLA,6,9,3,34,17,19,0,174,0
2011,LIVERPOOL,12,3,3,32,19,18,2,134,EVERTON,5,4,11,21,11,33,2,115,0
2011,SUNDERLAND,9,2,8,25,14,32,1,137,NEWCASTLE,3,5,1,17,8,19,2,58,0
2011,TOTTENHAM,12,1,6,30,15,29,1,198,MAN UNITED,6,1,10,17,5,29,0,109,0
2011,ARSENAL,13,4,2,42,17,32,3,186,WIGAN,3,11,4,36,11,30,2,120,1
2011,ASTON VILLA,6,3,10,27,10,30,0,129,MAN CITY,9,4,6,20,7,27,4,126,1
2011,BLACKPOOL,2,2,2,11,4,7,0,43,SUNDERLAND,2,10,7,34,16,26,3,156,-1
2011,EVERTON,10,3,5,31,13,21,2,143,WEST HAM,1,11,7,37,17,20,1,149,0
2011,FULHAM,7,6,6,23,7,18,0,126,STOKE,6,7,5,26,15,16,1,150,1
2011,MAN UNITED,17,1,1,55,21,20,0,191,BIRMINGHAM,1,12,5,35,14,23,3,154,1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,TOTTENHAM,7,8,3,29,13,32,1,144,0
2011,WOLVES,6,7,6,18,8,26,1,113,LIVERPOOL,2,9,7,22,6,27,0,102,-1
2011,BLACKBURN,10,4,5,27,13,23,1,117,WEST BROM,2,6,2,21,9,14,1,73,1
2011,BOLTON,9,4,6,31,12,26,3,164,CHELSEA,8,6,5,19,11,31,0,101,-1
2011,BLACKPOOL,2,2,2,11,4,7,0,43,MAN UNITED,6,1,10,17,5,29,0,109,-1
2011,WIGAN,5,6,9,19,7,26,1,152,ASTON VILLA,6,9,3,34,17,19,0,174,-1
2011,LIVERPOOL,12,3,3,32,19,18,2,134,FULHAM,1,10,8,27,14,22,1,156,1
2011,ARSENAL,13,4,2,42,17,32,3,186,EVERTON,5,4,11,21,11,33,2,115,1
2011,MAN UNITED,17,1,1,55,21,20,0,191,ASTON VILLA,6,9,3,34,17,19,0,174,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,CHELSEA,8,6,5,19,11,31,0,101,-1
2011,WEST BROM,4,3,2,12,5,12,2,77,WIGAN,3,11,4,36,11,30,2,120,0
2011,BIRMINGHAM,6,1,11,20,7,32,1,86,MAN CITY,9,4,6,20,7,27,4,126,0
2011,BLACKBURN,10,4,5,27,13,23,1,117,TOTTENHAM,7,8,3,29,13,32,1,144,-1
2011,BLACKPOOL,2,2,2,11,4,7,0,43,WEST HAM,1,11,7,37,17,20,1,149,-1
2011,BOLTON,9,4,6,31,12,26,3,164,WOLVES,3,11,4,30,12,21,0,153,1
2011,FULHAM,7,6,6,23,7,18,0,126,NEWCASTLE,3,5,1,17,8,19,2,58,1
2011,LIVERPOOL,12,3,3,32,19,18,2,134,STOKE,6,7,5,26,15,16,1,150,1
2011,ASTON VILLA,6,3,10,27,10,30,0,129,FULHAM,1,10,8,27,14,22,1,156,0
2011,EVERTON,10,3,5,31,13,21,2,143,BLACKPOOL,5,4,2,18,9,13,0,119,1
2011,MAN CITY,11,5,4,32,16,31,3,142,WEST BROM,2,6,2,21,9,14,1,73,1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,ARSENAL,8,6,5,23,10,29,5,108,0
2011,STOKE,7,7,6,25,10,29,3,136,SUNDERLAND,2,10,7,34,16,26,3,156,1
2011,TOTTENHAM,12,1,6,30,15,29,1,198,BOLTON,4,12,5,35,12,23,2,171,1
2011,WIGAN,5,6,9,19,7,26,1,152,BLACKBURN,5,10,4,35,13,31,3,153,1
2011,WOLVES,6,7,6,18,8,26,1,113,MAN UNITED,6,1,10,17,5,29,0,109,1
2011,CHELSEA,15,2,1,60,29,20,3,187,LIVERPOOL,2,9,7,22,6,27,0,102,-1
2011,WEST HAM,6,7,6,24,10,22,0,135,BIRMINGHAM,1,12,5,35,14,23,3,154,-1
2011,ARSENAL,13,4,2,42,17,32,3,186,WOLVES,3,11,4,30,12,21,0,153,1
2011,BIRMINGHAM,6,1,11,20,7,32,1,86,STOKE,6,7,5,26,15,16,1,150,1
2011,BLACKBURN,10,4,5,27,13,23,1,117,NEWCASTLE,3,5,1,17,8,19,2,58,0
2011,BLACKPOOL,2,2,2,11,4,7,0,43,ASTON VILLA,6,9,3,34,17,19,0,174,0
2011,LIVERPOOL,12,3,3,32,19,18,2,134,WIGAN,3,11,4,36,11,30,2,120,0
2011,MAN UNITED,17,1,1,55,21,20,0,191,MAN CITY,9,4,6,20,7,27,4,126,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,TOTTENHAM,7,8,3,29,13,32,1,144,-1
2011,WEST BROM,4,3,2,12,5,12,2,77,WEST HAM,1,11,7,37,17,20,1,149,0
2011,BOLTON,9,4,6,31,12,26,3,164,EVERTON,5,4,11,21,11,33,2,115,1
2011,FULHAM,7,6,6,23,7,18,0,126,CHELSEA,8,6,5,19,11,31,0,101,0
2011,BIRMINGHAM,6,1,11,20,7,32,1,86,NEWCASTLE,3,5,1,17,8,19,2,58,-1
2011,WEST BROM,4,3,2,12,5,12,2,77,WOLVES,3,11,4,30,12,21,0,153,0
2011,BLACKPOOL,2,2,2,11,4,7,0,43,TOTTENHAM,7,8,3,29,13,32,1,144,1
2011,ARSENAL,13,4,2,42,17,32,3,186,STOKE,6,7,5,26,15,16,1,150,1
2011,ASTON VILLA,6,3,10,27,10,30,0,129,BLACKBURN,5,10,4,35,13,31,3,153,1
2011,EVERTON,10,3,5,31,13,21,2,143,SUNDERLAND,2,10,7,34,16,26,3,156,1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,BOLTON,4,12,5,35,12,23,2,171,0
2011,WIGAN,5,6,9,19,7,26,1,152,MAN UNITED,6,1,10,17,5,29,0,109,-1
2011,WOLVES,6,7,6,18,8,26,1,113,BLACKPOOL,5,4,2,18,9,13,0,119,1
2011,MAN CITY,11,5,4,32,16,31,3,142,FULHAM,1,10,8,27,14,22,1,156,0
2011,WEST HAM,6,7,6,24,10,22,0,135,LIVERPOOL,2,9,7,22,6,27,0,102,1
2011,STOKE,7,7,6,25,10,29,3,136,WEST BROM,2,6,2,21,9,14,1,73,0
2011,CHELSEA,15,2,1,60,29,20,3,187,MAN UNITED,6,1,10,17,5,29,0,109,1
2011,ARSENAL,13,4,2,42,17,32,3,186,SUNDERLAND,2,10,7,34,16,26,3,156,0
2011,BIRMINGHAM,6,1,11,20,7,32,1,86,WEST BROM,2,6,2,21,9,14,1,73,-1
2011,BOLTON,9,4,6,31,12,26,3,164,ASTON VILLA,6,9,3,34,17,19,0,174,1
2011,FULHAM,7,6,6,23,7,18,0,126,BLACKBURN,5,10,4,35,13,31,3,153,1
2011,MAN CITY,11,5,4,32,16,31,3,142,WIGAN,3,11,4,36,11,30,2,120,1
2011,NEWCASTLE,3,4,3,20,9,20,0,78,EVERTON,5,4,11,21,11,33,2,115,-1
2011,WEST HAM,6,7,6,24,10,22,0,135,STOKE,6,7,5,26,15,16,1,150,1
2011,LIVERPOOL,12,3,3,32,19,18,2,134,MAN UNITED,6,1,10,17,5,29,0,109,1
2011,WOLVES,6,7,6,18,8,26,1,113,TOTTENHAM,7,8,3,29,13,32,1,144,0
2011,BLACKPOOL,2,2,2,11,4,7,0,43,CHELSEA,8,6,5,19,11,31,0,101,-1
2011,EVERTON,10,3,5,31,13,21,2,143,BIRMINGHAM,1,12,5,35,14,23,3,154,0
2011,ASTON VILLA,6,3,10,27,10,30,0,129,WOLVES,3,11,4,30,12,21,0,153,-1
2011,BLACKBURN,10,4,5,27,13,23,1,117,BLACKPOOL,5,4,2,18,9,13,0,119,0
2011,EVERTON,10,3,5,31,13,21,2,143,FULHAM,1,10,8,27,14,22,1,156,1
2011,MAN UNITED,17,1,1,55,21,20,0,191,BOLTON,4,12,5,35,12,23,2,171,1
2011,STOKE,7,7,6,25,10,29,3,136,NEWCASTLE,3,5,1,17,8,19,2,58,1
2011,TOTTENHAM,12,1,6,30,15,29,1,198,WEST HAM,1,11,7,37,17,20,1,149,0
2011,WEST BROM,4,3,2,12,5,12,2,77,ARSENAL,8,6,5,23,10,29,5,108,0
2011,WIGAN,5,6,9,19,7,26,1,152,BIRMINGHAM,1,12,5,35,14,23,3,154,1
2011,CHELSEA,15,2,1,60,29,20,3,187,MAN CITY,9,4,6,20,7,27,4,126,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,LIVERPOOL,2,9,7,22,6,27,0,102,-1
2011,ARSENAL,13,4,2,42,17,32,3,186,BLACKBURN,5,10,4,35,13,31,3,153,0
2011,BIRMINGHAM,6,1,11,20,7,32,1,86,BOLTON,4,12,5,35,12,23,2,171,1
2011,EVERTON,10,3,5,31,13,21,2,143,ASTON VILLA,6,9,3,34,17,19,0,174,0
2011,NEWCASTLE,3,4,3,20,9,20,0,78,WOLVES,3,11,4,30,12,21,0,153,1
2011,STOKE,7,7,6,25,10,29,3,136,CHELSEA,8,6,5,19,11,31,0,101,0
2011,WEST BROM,4,3,2,12,5,12,2,77,LIVERPOOL,2,9,7,22,6,27,0,102,1
2011,WEST HAM,6,7,6,24,10,22,0,135,MAN UNITED,6,1,10,17,5,29,0,109,-1
2011,WIGAN,5,6,9,19,7,26,1,152,TOTTENHAM,7,8,3,29,13,32,1,144,0
2011,FULHAM,7,6,6,23,7,18,0,126,BLACKPOOL,5,4,2,18,9,13,0,119,1
2011,MAN CITY,11,5,4,32,16,31,3,142,SUNDERLAND,2,10,7,34,16,26,3,156,1
2011,BLACKBURN,10,4,5,27,13,23,1,117,BIRMINGHAM,1,12,5,35,14,23,3,154,0
2011,BOLTON,9,4,6,31,12,26,3,164,WEST HAM,1,11,7,37,17,20,1,149,1
2011,CHELSEA,15,2,1,60,29,20,3,187,WIGAN,3,11,4,36,11,30,2,120,1
2011,MAN UNITED,17,1,1,55,21,20,0,191,FULHAM,1,10,8,27,14,22,1,156,1
2011,SUNDERLAND,9,2,8,25,14,32,1,137,WEST BROM,2,6,2,21,9,14,1,73,-1
2011,TOTTENHAM,12,1,6,30,15,29,1,198,STOKE,6,7,5,26,15,16,1,150,1
2011,WOLVES,6,7,6,18,8,26,1,113,EVERTON,5,4,11,21,11,33,2,115,-1
2011,ASTON VILLA,6,3,10,27,10,30,0,129,NEWCASTLE,3,5,1,17,8,19,2,58,1
