AÑO;LOCAL_VISITA;EQUIPO;VICTORIAS;DERROTAS;EMPATES;LOCAL_GOL;LOCAL_GOL_HT;LOCAL_AMARILLA;LOCAL_ROJA;LOCAL_TIRO_ARCO
2013;Visita;Sunderland;3;12;4;37;13;25;1;148
2013;Local;Swansea;5;6;7;27;5;23;0;106
2013;Visita;Swansea;4;10;5;27;12;31;0;123
2013;Local;Tottenham;10;4;5;26;10;31;1;153
2013;Visita;Tottenham;10;3;5;23;13;38;2;72
2013;Local;West Brom;4;8;6;27;9;27;1;97
2013;Visita;West Brom;3;9;7;29;14;29;2;129
2013;Local;West Ham;7;6;6;29;12;27;1;111
2013;Visita;West Ham;2;12;5;32;11;16;0;145
2013;Local;Wigan;2;4;3;13;7;15;0;65
2013;Visita;Wigan;2;4;3;17;6;14;2;67
2014;Local;Arsenal;12;1;6;38;11;26;1;127
2014;Visita;Arsenal;8;7;4;31;19;40;1;93
2014;Local;Aston Villa;6;7;5;22;17;31;3;62
2014;Visita;Aston Villa;4;12;4;32;12;29;0;96
2014;Local;Burnley;2;4;4;7;3;20;0;28
2014;Visita;Burnley;1;5;3;17;10;15;1;55
2014;Local;Cardiff;2;5;2;10;4;11;0;44
2014;Visita;Cardiff;1;8;1;24;9;13;0;64
2014;Local;Chelsea;15;1;2;43;20;18;0;139
2014;Visita;Chelsea;12;3;5;16;5;44;5;72
2014;Local;Crystal Palace;7;8;4;21;6;26;2;77
2014;Visita;Crystal Palace;4;7;8;26;5;29;1;83
2014;Local;Everton;10;5;3;35;16;22;0;91
2014;Visita;Everton;6;9;5;27;13;38;0;93
2014;Local;Fulham;3;5;2;13;3;18;0;48
2014;Visita;Fulham;1;6;2;23;4;8;0;69
2014;Local;Hull;3;11;4;13;9;23;3;62
2014;Visita;Hull;4;11;5;29;15;39;1;96
2014;Local;Leicester;1;4;4;12;6;11;1;37
2014;Visita;Leicester;2;8;0;16;5;12;1;55
2014;Local;Liverpool;12;3;5;41;22;20;2;127
2014;Visita;Liverpool;11;5;2;31;13;39;2;65
2014;Local;Man City;13;2;3;42;18;37;1;115
2014;Visita;Man City;14;2;4;19;9;30;2;68
2014;Local;Man United;13;5;2;40;18;32;2;108
2014;Visita;Man United;6;5;7;20;11;27;1;82
2014;Local;Newcastle;8;8;2;19;4;32;1;92
2014;Visita;Newcastle;4;12;4;34;16;26;1;81
2014;Local;Norwich;3;3;3;7;2;12;1;38
2014;Visita;Norwich;0;8;2;23;11;10;0;56
2014;Local;QPR;5;2;3;17;7;17;1;52
2014;Visita;QPR;0;9;0;22;11;11;1;57
2014;Local;Southampton;10;5;5;38;17;23;1;102
2014;Visita;Southampton;8;7;3;20;11;17;1;66
2014;Local;Stoke;10;6;3;28;14;34;1;79
2014;Visita;Stoke;5;8;6;24;12;29;2;80
2014;Local;Sunderland;4;8;8;21;13;49;1;73
2014;Visita;Sunderland;6;6;6;29;14;25;2;115
2014;Local;Swansea;10;7;3;32;14;26;3;95
2014;Visita;Swansea;4;10;4;33;14;23;1;99
2014;Local;Tottenham;11;6;2;30;16;29;2;80
2014;Visita;Tottenham;9;6;4;31;15;34;4;89
2014;Local;West Brom;4;7;9;26;11;37;0;81
2014;Visita;West Brom;4;12;2;29;20;18;0;87
2014;Local;West Ham;11;7;1;28;16;26;2;76
2014;Visita;West Ham;6;9;4;27;13;24;1;112
2015;Local;Arsenal;13;2;4;38;24;21;0;130
2015;Visita;Arsenal;12;5;2;21;8;36;1;69
2015;Local;Aston Villa;3;11;5;17;10;27;1;73
2015;Visita;Aston Villa;3;14;2;42;20;22;1;104
2015;Local;Bournemouth;2;3;4;10;6;15;0;42
2015;Visita;Bournemouth;3;6;1;21;12;15;4;46
2015;Local;Burnley;2;4;3;7;6;13;0;42
2015;Visita;Burnley;2;6;2;15;11;16;1;53
2015;Local;Chelsea;10;4;6;29;17;39;2;105
2015;Visita;Chelsea;7;7;4;27;14;42;0;80
2015;Local;Crystal Palace;8;9;3;23;10;34;1;89
2015;Visita;Crystal Palace;11;4;3;15;6;32;0;80
2015;Local;Everton;7;6;7;33;15;29;0;93
2015;Visita;Everton;6;6;6;22;10;35;0;73
2015;Local;Hull;4;4;2;11;8;16;0;50
2015;Visita;Hull;1;6;2;13;2;12;0;33
2015;Local;Leicester;11;4;4;32;16;21;1;90
2015;Visita;Leicester;8;5;6;29;19;31;1;81
2015;Local;Liverpool;10;4;4;28;12;27;2;93
2015;Visita;Liverpool;8;6;6;23;15;34;1;75
2015;Local;Man City;16;3;1;56;26;33;0;153
2015;Visita;Man City;6;7;5;22;12;25;0;71
2015;Local;Man United;10;3;5;29;14;23;0;80
2015;Visita;Man United;8;7;5;23;13;35;1;82
2015;Local;Newcastle;4;9;7;27;12;35;1;72
2015;Visita;Newcastle;3;13;2;39;17;33;0;112
2015;Local;Norwich;3;3;3;11;4;13;0;35
2015;Visita;Norwich;2;6;2;22;8;10;0;61
2015;Local;QPR;1;6;2;6;1;19;0;38
2015;Visita;QPR;2;7;1;27;15;11;1;64
2015;Local;Southampton;9;6;4;32;16;27;2;99
2015;Visita;Southampton;5;9;5;22;13;23;0;66
2015;Local;Stoke;10;6;3;31;21;30;2;77
2015;Visita;Stoke;6;6;7;21;11;27;1;94
2015;Local;Sunderland;5;9;4;15;7;33;2;54
2015;Visita;Sunderland;2;13;5;42;20;31;0;139
2015;Local;Swansea;6;6;7;21;10;27;0;69
2015;Visita;Swansea;6;9;4;23;8;33;3;93
2015;Local;Tottenham;11;3;5;38;17;41;0;125
2015;Visita;Tottenham;8;5;6;23;13;32;1;73
2015;Local;Watford;4;4;2;10;5;20;2;37
2015;Visita;Watford;4;2;3;12;3;11;0;38
2015;Local;West Brom;8;8;3;23;11;33;3;71
2015;Visita;West Brom;5;6;8;21;14;24;2;112
2015;Local;West Ham;6;5;7;24;8;21;2;89
2015;Visita;West Ham;4;8;8;26;12;27;3;107
2016;Local;Arsenal;12;3;4;35;17;23;2;105
2016;Visita;Arsenal;7;3;8;22;8;36;2;75
2016;Local;Aston Villa;2;6;2;8;2;20;1;31
2016;Visita;Aston Villa;0;8;1;20;4;11;0;42
2016;Local;Bournemouth;8;9;2;29;12;20;0;84
2016;Visita;Bournemouth;5;9;5;31;13;34;1;87
2016;Local;Burnley;7;3;1;19;10;20;0;44
2016;Visita;Burnley;0;7;1;18;10;8;1;67
2016;Local;Chelsea;10;2;7;45;18;33;2;103
2016;Visita;Chelsea;13;3;3;15;8;47;4;63
2016;Local;Crystal Palace;4;12;2;19;9;30;0;78
2016;Visita;Crystal Palace;2;10;7;41;20;30;1;97
2016;Local;Everton;7;5;6;25;13;28;2;90
2016;Visita;Everton;5;9;6;32;16;26;0;108
2016;Local;Hull;2;5;3;11;3;16;1;33
2016;Visita;Hull;1;7;1;21;8;8;1;50
2016;Local;Leicester;12;2;6;35;18;23;1;80
2016;Visita;Leicester;5;8;5;27;16;31;0;92
2016;Local;Liverpool;11;1;7;48;25;20;0;133
2016;Visita;Liverpool;10;6;3;31;12;28;0;82
2016;Local;Man City;9;4;5;35;14;20;3;97
2016;Visita;Man City;11;5;4;24;16;38;1;68
2016;Local;Man United;13;2;5;33;17;35;1;121
2016;Visita;Man United;8;6;4;24;6;25;0;70
2016;Local;Middlesbrough;3;5;1;9;5;16;0;26
2016;Visita;Middlesbrough;1;4;5;12;5;23;0;49
2016;Local;Newcastle;5;1;3;18;8;15;1;58
2016;Visita;Newcastle;0;8;2;21;10;8;1;39
2016;Local;Norwich;3;5;2;15;6;16;0;33
2016;Visita;Norwich;1;8;0;15;4;7;0;38
2016;Local;Southampton;11;4;4;32;13;23;4;91
2016;Visita;Southampton;7;7;5;20;9;24;1;66
2016;Local;Stoke;7;6;6;23;8;31;1;71
2016;Visita;Stoke;4;11;4;40;15;35;1;97
2016;Local;Sunderland;7;7;5;25;9;32;1;78
2016;Visita;Sunderland;3;10;6;34;10;29;2;115
2016;Local;Swansea;7;8;4;25;11;34;1;77
2016;Visita;Swansea;4;12;3;41;15;24;1;119
2016;Local;Tottenham;12;2;4;36;12;24;0;143
2016;Visita;Tottenham;8;4;7;20;10;30;2;70
2016;Local;Watford;6;6;6;24;6;44;1;71
2016;Visita;Watford;4;13;2;36;20;23;0;115
2016;Local;West Brom;7;6;5;24;13;25;0;60
2016;Visita;West Brom;4;8;8;24;13;23;1;89
2016;Local;West Ham;10;4;5;29;14;38;1;88
2016;Visita;West Ham;5;9;5;33;15;38;3;97
2017;Local;Arsenal;16;2;2;45;15;33;2;147
2017;Visita;Arsenal;7;9;5;35;12;27;3;97
2017;Local;Bournemouth;7;8;6;33;14;32;2;92
2017;Visita;Bournemouth;3;10;6;34;17;36;0;107
2017;Local;Brighton;3;2;5;10;2;19;0;30
2017;Visita;Brighton;2;7;2;13;5;7;1;51
2017;Local;Burnley;8;6;4;14;6;30;0;53
2017;Visita;Burnley;5;9;8;28;8;38;4;111
2017;Local;Chelsea;16;3;1;48;22;24;3;144
2017;Visita;Chelsea;12;4;4;16;8;45;1;50
2017;Local;Crystal Palace;7;9;5;26;10;44;0;88
2017;Visita;Crystal Palace;5;12;3;32;11;33;1;102
2017;Local;Everton;15;4;1;47;16;34;1;102
2017;Visita;Everton;2;9;9;31;17;24;3;99
2017;Local;Huddersfield;4;3;4;10;7;16;2;36
2017;Visita;Huddersfield;2;6;2;20;5;15;2;46
2017;Local;Hull;6;2;1;17;5;16;1;36
2017;Visita;Hull;0;8;2;24;8;11;0;53
2017;Local;Leicester;9;7;3;28;13;25;2;79
2017;Visita;Leicester;5;10;6;35;16;28;0;101
2017;Local;Liverpool;11;2;8;40;17;23;0;140
2017;Visita;Liverpool;9;4;6;30;14;29;0;72
2017;Local;Man City;15;0;5;56;17;32;2;143
2017;Visita;Man City;15;2;3;15;9;42;1;49
2017;Local;Man United;11;1;8;34;14;33;0;101
2017;Visita;Man United;10;4;6;17;6;31;3;86
2017;Local;Middlesbrough;1;4;5;8;4;22;0;33
2017;Visita;Middlesbrough;0;7;2;18;11;11;0;56
2017;Local;Newcastle;3;6;2;9;4;19;2;40
2017;Visita;Newcastle;2;6;2;17;7;15;0;48
2017;Local;Southampton;5;8;7;20;9;21;0;86
2017;Visita;Southampton;5;10;5;31;13;34;0;109
2017;Local;Stoke;8;7;5;26;15;23;1;77
2017;Visita;Stoke;3;12;5;40;19;34;0;105
2017;Local;Sunderland;0;6;4;5;3;20;1;35
2017;Visita;Sunderland;2;7;0;15;5;16;0;69
2017;Local;Swansea;8;8;3;19;8;29;0;64
2017;Visita;Swansea;5;13;3;32;13;40;0;116
2017;Local;Tottenham;16;1;3;49;23;19;0;142
2017;Visita;Tottenham;11;6;3;21;9;45;1;73
2017;Local;Watford;7;9;5;25;12;47;3;70
2017;Visita;Watford;5;13;2;36;12;22;1;92
2017;Local;West Brom;6;8;7;21;11;39;0;81
2017;Visita;West Brom;1;11;7;32;13;25;2;86
2017;Local;West Ham;6;9;4;20;5;45;1;62
2017;Visita;West Ham;4;9;7;38;14;37;0;103
2018;Local;Arsenal;14;2;3;49;17;36;1;117
2018;Visita;Arsenal;5;10;3;36;20;28;0;96
2018;Local;Bournemouth;9;5;4;28;12;35;1;78
2018;Visita;Bournemouth;5;10;4;39;20;40;3;94
2018;Local;Brighton;9;4;6;29;15;39;2;72
2018;Visita;Brighton;2;12;4;32;17;17;1;93
2018;Local;Burnley;5;10;4;21;12;29;0;70
2018;Visita;Burnley;4;10;4;32;11;23;0;103
2018;Local;Cardiff;4;5;1;13;5;19;0;34
2018;Visita;Cardiff;1;7;2;18;6;4;1;65
2018;Local;Chelsea;9;3;6;28;15;19;0;113
2018;Visita;Chelsea;11;6;2;23;7;43;0;69
2018;Local;Crystal Palace;6;8;4;20;11;21;1;78
2018;Visita;Crystal Palace;6;9;4;31;15;31;1;92
2018;Local;Everton;9;4;6;29;10;17;0;67
2018;Visita;Everton;4;10;4;32;11;25;3;92
2018;Local;Fulham;3;4;3;12;7;18;1;56
2018;Visita;Fulham;0;8;2;24;11;12;0;65
2018;Local;Huddersfield;3;12;3;10;6;20;2;50
2018;Visita;Huddersfield;2;12;5;34;13;30;1;96
2018;Local;Leicester;7;6;6;24;10;28;2;91
2018;Visita;Leicester;6;9;3;33;17;26;1;86
2018;Local;Liverpool;15;0;3;51;23;16;0;123
2018;Visita;Liverpool;12;3;4;13;6;16;1;60
2018;Local;Man City;16;2;1;60;27;17;0;145
2018;Visita;Man City;12;3;3;15;6;27;1;56
2018;Local;Man United;13;2;3;35;20;30;1;114
2018;Visita;Man United;9;7;3;27;17;38;0;80
2018;Local;Newcastle;7;8;3;19;8;18;1;60
2018;Visita;Newcastle;4;8;7;25;8;19;0;96
2018;Local;Southampton;2;8;8;18;11;42;2;85
2018;Visita;Southampton;4;10;5;36;20;21;1;91
2018;Local;Stoke;1;5;3;7;2;21;1;30
2018;Visita;Stoke;1;3;4;11;3;10;0;62
2018;Local;Swansea;4;4;1;11;5;9;0;43
2018;Visita;Swansea;0;4;4;15;7;8;0;43
2018;Local;Tottenham;13;4;1;37;16;21;0;108
2018;Visita;Tottenham;14;3;3;20;7;38;0;75
2018;Local;Watford;9;6;4;29;9;34;1;92
2018;Visita;Watford;3;11;4;29;14;34;0;72
2018;Local;West Brom;2;4;2;11;3;12;0;25
2018;Visita;West Brom;2;6;1;14;2;13;0;47
2018;Local;West Ham;8;7;5;28;11;32;0;89
2018;Visita;West Ham;6;8;4;32;14;25;0;109
2018;Local;Wolves;4;4;2;12;2;16;0;40
2018;Visita;Wolves;4;3;3;10;5;21;2;38
2019;Local;Arsenal;10;4;5;37;18;46;1;96
2019;Visita;Arsenal;5;8;6;27;13;44;1;96
2019;Local;Aston Villa;4;4;2;13;7;18;0;46
2019;Visita;Aston Villa;1;8;1;22;4;25;3;61
2019;Local;Bournemouth;5;7;7;24;10;33;1;77
2019;Visita;Bournemouth;5;12;2;36;16;34;2;94
2019;Local;Brighton;5;9;5;18;7;20;2;61
2019;Visita;Brighton;3;11;5;33;12;27;1;109
2019;Local;Burnley;9;9;1;25;9;30;0;72
2019;Visita;Burnley;5;8;6;32;19;17;1;90
2019;Local;Cardiff;2;6;1;8;3;14;0;34
2019;Visita;Cardiff;3;6;0;13;6;12;0;55
2019;Local;Chelsea;10;4;5;31;11;25;0;113
2019;Visita;Chelsea;9;8;2;37;16;35;1;91
2019;Local;Crystal Palace;7;7;5;23;6;30;1;73
2019;Visita;Crystal Palace;9;6;4;26;7;41;1;92
2019;Local;Everton;10;6;3;24;12;33;0;92
2019;Visita;Everton;5;10;4;29;8;29;0;69
2019;Local;Fulham;3;6;0;10;2;16;0;30
2019;Visita;Fulham;1;8;0;21;10;9;0;52
2019;Local;Huddersfield;1;7;1;6;1;17;1;26
2019;Visita;Huddersfield;0;7;2;24;9;9;0;48
2019;Local;Leicester;11;5;3;31;8;22;0;97
2019;Visita;Leicester;9;7;3;25;14;44;1;81
2019;Local;Liverpool;18;0;1;55;30;14;2;126
2019;Visita;Liverpool;13;1;4;12;6;21;0;43
2019;Local;Man City;16;2;1;49;25;32;1;137
2019;Visita;Man City;14;4;1;18;8;23;0;53
2019;Local;Man United;9;3;7;32;16;34;0;109
2019;Visita;Man United;8;7;4;23;7;41;1;79
2019;Local;Newcastle;10;5;4;28;10;29;1;92
2019;Visita;Newcastle;5;11;3;32;13;28;0;102
2019;Local;Norwich;2;6;2;16;10;16;0;50
2019;Visita;Norwich;1;7;2;16;11;12;0;50
2019;Local;Sheffield United;4;4;2;12;6;17;1;41
2019;Visita;Sheffield United;3;1;6;9;4;10;0;35
2019;Local;Southampton;6;8;5;26;10;25;2;78
2019;Visita;Southampton;6;8;5;27;8;35;3;85
2019;Local;Tottenham;12;4;4;37;14;33;2;96
2019;Visita;Tottenham;4;10;4;30;10;32;0;94
2019;Local;Watford;5;7;6;19;4;45;3;71
2019;Visita;Watford;4;11;5;41;17;26;0;116
2019;Local;West Ham;7;7;4;30;13;31;0;80
2019;Visita;West Ham;5;10;4;27;9;25;1;113
2019;Local;Wolves;10;3;6;32;11;33;0;84
2019;Visita;Wolves;5;7;7;26;16;34;2;73
2020;Local;Arsenal;10;4;3;30;17;25;3;76
2020;Visita;Arsenal;5;8;4;19;11;35;1;74
2020;Local;Aston Villa;6;8;2;24;9;28;1;82
2020;Visita;Aston Villa;6;5;5;18;7;32;2;59
2020;Local;Bournemouth;3;4;2;12;4;17;1;26
2020;Visita;Bournemouth;1;8;0;21;13;14;1;55
2020;Local;Brighton;1;8;8;13;5;32;0;57
2020;Visita;Brighton;4;5;8;23;14;26;0;58
2020;Local;Burnley;6;5;5;16;7;25;0;58
2020;Visita;Burnley;6;6;5;23;13;19;3;91
2020;Local;Chelsea;11;2;4;37;19;23;1;112
2020;Visita;Chelsea;5;7;5;30;14;28;0;65
2020;Local;Crystal Palace;4;8;5;15;9;30;0;56
2020;Visita;Crystal Palace;5;9;3;31;11;25;3;90
2020;Local;Everton;7;3;6;27;17;27;1;75
2020;Visita;Everton;8;7;2;24;14;21;0;69
2020;Local;Fulham;1;4;3;6;4;19;1;30
2020;Visita;Fulham;1;4;2;11;4;5;0;39
2020;Local;Leeds;3;3;2;13;5;13;0;45
2020;Visita;Leeds;4;4;0;17;11;7;0;54
2020;Local;Leicester;7;7;3;27;11;26;1;70
2020;Visita;Leicester;7;6;4;22;10;20;1;68
2020;Local;Liverpool;15;0;2;46;23;8;0;117
2020;Visita;Liverpool;8;4;6;24;14;28;2;66
2020;Local;Man City;12;1;3;44;24;19;0;105
2020;Visita;Man City;8;5;3;13;5;24;0;46
2020;Local;Man United;8;4;5;30;15;24;1;95
2020;Visita;Man United;11;2;3;17;13;29;1;58
2020;Local;Newcastle;5;6;6;18;5;30;0;64
2020;Visita;Newcastle;4;7;5;27;9;23;1;94
2020;Local;Norwich;2;6;1;3;2;13;3;23
2020;Visita;Norwich;0;8;1;22;11;10;0;52
2020;Local;Sheffield United;6;9;2;16;8;23;0;56
2020;Visita;Sheffield United;1;12;4;30;12;16;0;90
2020;Local;Southampton;8;7;2;24;14;24;2;84
2020;Visita;Southampton;8;3;6;22;10;25;1;71
2020;Local;Tottenham;9;4;3;25;17;26;0;70
2020;Visita;Tottenham;6;4;7;18;8;41;1;79
2020;Local;Watford;4;3;2;13;4;15;1;25
2020;Visita;Watford;1;7;1;17;10;13;0;43
2020;Local;West Brom;1;5;2;5;5;10;2;24
2020;Visita;West Brom;0;5;3;15;9;13;0;46
2020;Local;West Ham;7;5;6;30;16;19;0;79
2020;Visita;West Ham;4;9;4;27;12;15;0;77
2020;Local;Wolves;7;4;6;20;7;23;0;72
2020;Visita;Wolves;7;8;2;23;12;30;1;57
2021;Local;Arsenal;12;4;4;32;14;26;0;101
2021;Visita;Arsenal;11;7;3;27;14;35;1;104
2021;Local;Aston Villa;8;9;4;29;12;34;3;78
2021;Visita;Aston Villa;7;12;2;30;12;39;1;116
2021;Local;Brentford;3;5;1;10;3;16;0;38
2021;Visita;Brentford;2;3;4;14;10;21;0;44
2021;Local;Brighton;7;5;8;23;11;34;1;86
2021;Visita;Brighton;5;7;8;20;11;37;0;80
2021;Local;Burnley;2;8;9;17;10;33;0;72
2021;Visita;Burnley;5;11;4;31;18;20;0;104
2021;Local;Chelsea;10;4;7;36;16;27;1;126
2021;Visita;Chelsea;14;3;4;14;9;34;2;66
2021;Local;Crystal Palace;8;6;7;29;11;35;0;80
2021;Visita;Crystal Palace;4;11;5;38;15;30;1;105
2021;Local;Everton;6;10;4;22;9;30;1;74
2021;Visita;Everton;7;7;6;28;13;32;0;99
2021;Local;Fulham;1;9;1;3;2;17;1;33
2021;Visita;Fulham;2;3;7;14;4;13;0;49
2021;Local;Leeds;7;6;7;25;11;43;1;99
2021;Visita;Leeds;7;10;3;37;16;27;1;115
2021;Local;Leicester;11;8;1;39;17;20;0;114
2021;Visita;Leicester;7;6;7;33;17;24;1;81
2021;Local;Liverpool;9;6;5;30;14;29;0;114
2021;Visita;Liverpool;14;4;3;20;7;34;2;66
2021;Local;Man City;17;4;1;60;27;23;1;157
2021;Visita;Man City;19;2;1;16;4;38;1;53
2021;Local;Man United;11;6;3;45;18;37;1;118
2021;Visita;Man United;10;2;9;17;11;39;1;93
2021;Local;Newcastle;4;9;8;30;18;37;3;91
2021;Visita;Newcastle;4;12;5;38;15;29;1;104
2021;Local;Norwich;1;7;2;5;3;18;0;36
2021;Visita;Norwich;1;6;2;23;10;13;0;53
2021;Local;Sheffield United;5;6;0;8;3;22;1;32
2021;Visita;Sheffield United;2;9;0;21;8;7;0;74
2021;Local;Southampton;6;6;8;24;16;26;2;86
2021;Visita;Southampton;3;15;3;54;25;31;1;116
2021;Local;Tottenham;14;6;2;41;18;31;1;118
2021;Visita;Tottenham;6;8;4;28;14;37;3;79
2021;Local;Watford;2;6;1;11;6;21;0;41
2021;Visita;Watford;2;6;0;14;9;20;0;43
2021;Local;West Brom;2;5;4;10;6;16;0;35
2021;Visita;West Brom;2;7;2;22;13;15;1;71
2021;Local;West Ham;11;6;3;38;19;27;1;91
2021;Visita;West Ham;11;6;4;24;13;32;1;82
2021;Local;Wolves;7;10;3;17;9;34;0;77
2021;Visita;Wolves;6;7;7;21;5;29;0;100
2022;Local;Arsenal;13;3;1;40;15;21;1;114
2022;Visita;Arsenal;12;5;1;20;10;33;0;61
2022;Local;Aston Villa;6;7;5;26;14;29;1;94
2022;Visita;Aston Villa;5;10;3;27;11;44;1;73
2022;Local;Bournemouth;3;4;2;9;4;17;0;29
2022;Visita;Bournemouth;1;5;2;26;15;8;0;46
2022;Local;Brentford;7;5;6;27;11;26;2;77
2022;Visita;Brentford;6;9;4;39;19;18;2;121
2022;Local;Brighton;5;7;6;24;9;29;0;82
2022;Visita;Brighton;9;6;3;26;8;35;1;72
2022;Local;Burnley;4;6;2;10;3;16;0;44
2022;Visita;Burnley;2;4;4;12;5;11;0;53
2022;Local;Chelsea;8;3;5;26;10;32;1;76
2022;Visita;Chelsea;8;6;3;16;8;19;1;64
2022;Local;Crystal Palace;7;6;4;19;9;28;2;68
2022;Visita;Crystal Palace;5;6;7;21;8;26;1;65
2022;Local;Everton;7;9;3;21;8;41;4;78
2022;Visita;Everton;2;12;5;37;16;37;0;110
2022;Local;Fulham;4;2;3;16;6;14;1;43
2022;Visita;Fulham;3;4;1;13;5;14;3;40
2022;Local;Leeds;5;9;4;22;8;44;2;68
2022;Visita;Leeds;5;9;4;37;20;29;3;113
2022;Local;Leicester;7;6;5;27;13;20;0;75
2022;Visita;Leicester;5;11;3;36;15;29;1;112
2022;Local;Liverpool;15;1;3;50;23;17;1;135
2022;Visita;Liverpool;9;3;4;17;10;22;0;69
2022;Local;Man City;14;2;2;58;28;12;1;116
2022;Visita;Man City;10;1;5;11;7;31;2;36
2022;Local;Man United;10;2;5;27;11;34;0;89
2022;Visita;Man United;7;9;3;39;20;26;0;102
2022;Local;Newcastle;12;1;5;30;12;31;0;91
2022;Visita;Newcastle;9;5;4;21;6;35;3;73
2022;Local;Norwich;2;6;1;7;4;11;0;27
2022;Visita;Norwich;1;7;2;18;6;9;1;64
2022;Local;Nott'm Forest;3;3;2;10;6;22;0;32
2022;Visita;Nott'm Forest;0;6;2;22;9;13;0;61
2022;Local;Southampton;5;9;4;23;12;24;0;92
2022;Visita;Southampton;3;12;3;39;23;29;0;87
2022;Local;Tottenham;12;5;0;43;17;33;0;106
2022;Visita;Tottenham;10;5;5;23;8;40;0;85
2022;Local;Watford;0;9;1;6;4;12;1;28
2022;Visita;Watford;2;6;3;17;9;15;0;48
2022;Local;West Ham;8;7;4;24;11;29;0;80
2022;Visita;West Ham;3;12;2;25;8;22;0;78
2022;Local;Wolves;6;10;3;20;13;38;3;68
2022;Visita;Wolves;5;10;3;23;5;35;1;79
2023;Local;Arsenal;14;3;5;53;22;22;1;136
2023;Visita;Arsenal;10;6;4;22;12;47;0;71
2023;Local;Aston Villa;17;2;2;50;24;52;0;110
2023;Visita;Aston Villa;9;7;5;28;15;48;3;111
2023;Local;Bournemouth;6;8;5;22;10;27;1;87
2023;Visita;Bournemouth;8;12;1;40;15;27;2;119
2023;Local;Brentford;10;5;6;37;19;34;2;107
2023;Visita;Brentford;5;10;4;23;12;33;2;105
2023;Local;Brighton;12;3;6;46;20;37;1;160
2023;Visita;Brighton;7;8;5;37;19;49;3;90
2023;Local;Burnley;1;9;0;10;4;14;1;33
2023;Visita;Burnley;2;6;2;17;7;22;1;64
2023;Local;Chelsea;6;8;8;25;10;48;1;102
2023;Visita;Chelsea;6;11;4;34;16;39;4;104
2023;Local;Crystal Palace;5;7;9;22;8;39;1;78
2023;Visita;Crystal Palace;5;11;5;31;16;50;1;89
2023;Local;Everton;7;12;2;20;8;41;1;109
2023;Visita;Everton;6;8;6;34;19;34;0;100
2023;Local;Fulham;10;8;2;34;14;34;1;83
2023;Visita;Fulham;5;12;4;34;14;23;0;128
2023;Local;Leeds;2;4;5;13;7;24;1;50
2023;Visita;Leeds;1;9;1;24;8;17;1;64
2023;Local;Leicester;3;6;2;14;10;18;2;52
2023;Visita;Leicester;1;6;3;20;12;16;1;51
2023;Local;Liverpool;14;0;5;45;19;31;1;120
2023;Visita;Liverpool;9;6;7;30;15;34;2;98
2023;Local;Luton;2;6;2;13;3;22;0;35
2023;Visita;Luton;2;6;1;20;4;18;0;57
2023;Local;Man City;16;0;3;53;29;25;2;110
2023;Visita;Man City;13;6;3;22;10;52;2;61
2023;Local;Man United;16;4;2;37;12;40;1;134
2023;Visita;Man United;7;10;3;28;5;36;0;100
2023;Local;Newcastle;14;4;2;42;18;36;1;122
2023;Visita;Newcastle;5;8;7;31;15;45;1;97
2023;Local;Nott'm Forest;8;6;7;31;12;43;2;73
2023;Visita;Nott'm Forest;3;13;5;42;18;33;1;107
2023;Local;Sheffield United;2;7;1;10;4;31;0;33
2023;Visita;Sheffield United;0;8;2;25;8;20;1;64
2023;Local;Southampton;1;8;2;10;4;16;0;38
2023;Visita;Southampton;2;6;2;19;10;13;0;46
2023;Local;Tottenham;13;7;1;36;17;49;3;130
2023;Visita;Tottenham;8;8;5;42;20;45;1;100
2023;Local;West Ham;10;4;5;34;19;29;1;80
2023;Visita;West Ham;7;11;3;41;16;24;0;124
2023;Local;Wolves;12;4;4;30;13;47;3;91
2023;Visita;Wolves;4;13;4;43;20;34;1;123
2024;Local;Arsenal;5;1;0;16;8;13;0;35
2024;Visita;Arsenal;5;0;1;1;0;8;0;7
2024;Local;Aston Villa;2;3;1;11;5;13;1;31
2024;Visita;Aston Villa;4;1;2;8;3;15;0;36
2024;Local;Bournemouth;3;2;3;12;3;18;1;44
2024;Visita;Bournemouth;1;2;2;8;2;5;0;29
2024;Local;Brentford;2;2;3;10;2;13;0;31
2024;Visita;Brentford;1;5;1;15;5;13;0;42
2024;Local;Brighton;2;1;2;6;4;9;1;22
2024;Visita;Brighton;1;4;3;12;6;14;1;35
2024;Local;Burnley;1;2;4;7;3;10;0;32
2024;Visita;Burnley;0;4;2;14;5;14;0;40
2024;Local;Chelsea;4;1;1;18;10;17;0;50
2024;Visita;Chelsea;1;1;3;10;4;12;0;33
2024;Local;Crystal Palace;2;2;1;10;5;9;0;22
2024;Visita;Crystal Palace;1;4;2;15;5;7;0;39
2024;Local;Everton;1;1;3;5;2;7;0;25
2024;Visita;Everton;0;4;3;14;7;6;1;44
2024;Local;Fulham;3;2;1;10;5;11;0;32
2024;Visita;Fulham;2;3;2;12;4;16;0;31
2024;Local;Liverpool;6;1;1;21;5;15;0;80
2024;Visita;Liverpool;3;1;1;6;1;16;0;21
2024;Local;Luton;2;3;1;11;4;8;0;35
2024;Visita;Luton;0;5;3;23;7;11;0;61
2024;Local;Man City;6;0;2;19;5;7;0;56
2024;Visita;Man City;4;0;1;6;4;5;0;22
